"Date","CT_site","effort_class"
2018-11-16,"MT03",1
2018-11-16,"MT04",0
2018-11-16,"MT05",1
2018-11-16,"MT07",1
2018-11-16,"MT08",0
2018-11-16,"MT09",0
2018-11-16,"MT10",1
2018-11-16,"MT11",1
2018-11-16,"MT12",0
2018-11-16,"MT13",1
2018-11-16,"MT14",1
2018-11-16,"MT15",1
2018-11-16,"MT16",1
2018-11-16,"MT17",0
2018-11-16,"MT18",1
2018-11-16,"MT19",1
2018-11-16,"MT20",1
2018-11-16,"MT21",0
2018-11-16,"MT22",1
2018-11-16,"MT23",1
2018-11-16,"MT24",1
2018-11-16,"MT25",1
2018-11-16,"MT26",1
2018-11-16,"MT27",1
2018-11-16,"MT28",0
2018-11-16,"MT29",1
2018-11-16,"MT30",0
2018-11-16,"MT31",0
2018-11-16,"MT32",0
2018-11-16,"MT33",1
2018-11-16,"MT34",1
2018-11-16,"MT35",1
2018-11-16,"MT36",0
2018-11-16,"MT37",1
2018-11-16,"MT38",1
2018-11-16,"MT39",1
2018-11-16,"MT40",1
2018-11-16,"MT41",1
2018-11-16,"MT42",1
2018-11-16,"MT43",0
2018-11-16,"MT44",1
2018-11-16,"MT45",1
2018-11-16,"MT46",1
2018-11-16,"MT47",1
2018-11-16,"MT48",1
2018-11-16,"MT49",0
2018-11-16,"OMC01",0
2018-11-16,"OMC02",0
2018-11-16,"OMC03",1
2018-11-16,"OMC04",1
2018-11-16,"OMC05",0
2018-11-16,"OMC06",0
2018-11-16,"OMC07",1
2018-11-16,"OMC09",1
2018-11-16,"OMC10",1
2018-11-16,"OMC11",1
2018-11-16,"OMC12",0
2018-11-16,"OMC13",0
2018-11-16,"OMC15",1
2018-11-16,"OMC16",1
2018-11-16,"OMC17",0
2018-11-16,"OMC18",1
2018-11-16,"OMC19",1
2018-11-16,"OMC21",1
2018-11-16,"OMC22",1
2018-11-16,"OMC23",1
2018-11-16,"OMC24",1
2018-11-16,"OMC25",1
2018-11-16,"OMC26",0
2018-11-16,"OMC27",1
2018-11-16,"OMC28",1
2018-11-16,"OMC29",0
2018-11-16,"OMC30",1
2018-11-16,"OMC31",1
2018-11-16,"OMC32",1
2018-11-16,"OMC33",1
2018-11-16,"OMC34",1
2018-11-16,"OMC36",1
2018-11-16,"OMC37",0
2018-11-16,"OMC38",1
2018-11-16,"NB01",1
2018-11-16,"NB02",1
2018-11-16,"NB03",1
2018-11-16,"NB04",1
2018-11-16,"NB05",1
2018-11-16,"NB06",0
2018-11-16,"NB07",1
2018-11-16,"NB08",0
2018-11-16,"NB09",1
2018-11-16,"NB10",1
2018-11-16,"NB11",1
2018-11-16,"NB12",1
2018-11-16,"NB14",0
2018-11-16,"NB15",1
2018-11-16,"NB16",1
2018-11-16,"NB17",0
2018-11-16,"NB18",0
2018-11-16,"NB19",1
2018-11-16,"NB20",1
2018-11-16,"NB21",1
2018-11-16,"NB22",1
2018-11-16,"NB23",0
2018-11-16,"NB24",1
2018-11-16,"NB25",1
2018-11-16,"NB26",1
2018-11-16,"NB27",1
2018-11-16,"NB28",1
2018-11-16,"NB29",1
2018-11-16,"NB30",0
2018-11-16,"NB31",1
2018-11-16,"NB32",1
2018-11-16,"NB33",1
2018-11-16,"NB34",1
2018-11-16,"NB35",1
2018-11-16,"NB36",1
2018-11-16,"NB37",1
2018-11-16,"NB38",1
2018-11-16,"NB39",1
2018-11-16,"NB40",1
2018-11-16,"NB41",1
2018-11-16,"NB42",1
2018-11-16,"NB43",1
2018-11-16,"NB44",0
2018-11-16,"NB45",1
2018-11-16,"NB46",1
2018-11-16,"NB47",1
2018-11-16,"NB48",1
2018-11-16,"NB49",1
2018-11-16,"NB50",1
2018-11-17,"MN02",1
2018-11-17,"MN04",0
2018-11-17,"MN05",1
2018-11-17,"MN06",1
2018-11-17,"MN07",1
2018-11-17,"MN08",1
2018-11-17,"MN09",1
2018-11-17,"MN10",0
2018-11-17,"MN11",1
2018-11-17,"MN12",1
2018-11-17,"MN13",1
2018-11-17,"MN14",1
2018-11-17,"MN15",1
2018-11-17,"MN16",1
2018-11-17,"MN17",1
2018-11-17,"MN18",0
2018-11-17,"MN19",1
2018-11-17,"MN20",0
2018-11-17,"MN21",1
2018-11-17,"MN22",1
2018-11-17,"MN23",1
2018-11-17,"MN24",0
2018-11-17,"MN25",1
2018-11-17,"MN26",0
2018-11-17,"MN27",1
2018-11-17,"MN29",1
2018-11-17,"MN30",1
2018-11-17,"MN31",1
2018-11-17,"MN32",1
2018-11-17,"MN33",1
2018-11-17,"MN34",1
2018-11-17,"MN35",1
2018-11-17,"MN37",1
2018-11-17,"MN38",1
2018-11-17,"MN39",1
2018-11-17,"MN40",0
2018-11-17,"MN41",1
2018-11-17,"MN42",1
2018-11-17,"MN43",1
2018-11-17,"MN44",1
2018-11-17,"MN45",1
2018-11-17,"MN46",1
2018-11-17,"MN47",0
2018-11-17,"MN48",1
2018-11-17,"MN49",1
2018-11-17,"MN50",1
2018-11-17,"MT01",1
2018-11-17,"MT02",1
2018-11-17,"MT03",1
2018-11-17,"MT04",0
2018-11-17,"MT05",1
2018-11-17,"MT07",1
2018-11-17,"MT08",0
2018-11-17,"MT09",0
2018-11-17,"MT10",1
2018-11-17,"MT11",1
2018-11-17,"MT12",0
2018-11-17,"MT13",1
2018-11-17,"MT14",1
2018-11-17,"MT15",1
2018-11-17,"MT16",0
2018-11-17,"MT17",0
2018-11-17,"MT18",1
2018-11-17,"MT19",1
2018-11-17,"MT20",1
2018-11-17,"MT21",0
2018-11-17,"MT22",1
2018-11-17,"MT23",1
2018-11-17,"MT24",1
2018-11-17,"MT25",1
2018-11-17,"MT26",1
2018-11-17,"MT27",1
2018-11-17,"MT28",0
2018-11-17,"MT29",1
2018-11-17,"MT30",0
2018-11-17,"MT31",0
2018-11-17,"MT32",0
2018-11-17,"MT33",1
2018-11-17,"MT34",1
2018-11-17,"MT35",1
2018-11-17,"MT36",1
2018-11-17,"MT37",1
2018-11-17,"MT38",1
2018-11-17,"MT39",1
2018-11-17,"MT40",1
2018-11-17,"MT41",1
2018-11-17,"MT42",1
2018-11-17,"MT43",0
2018-11-17,"MT44",1
2018-11-17,"MT45",1
2018-11-17,"MT46",1
2018-11-17,"MT47",1
2018-11-17,"MT48",1
2018-11-17,"MT49",0
2018-11-17,"OMC01",0
2018-11-17,"OMC02",0
2018-11-17,"OMC03",1
2018-11-17,"OMC04",1
2018-11-17,"OMC05",0
2018-11-17,"OMC06",0
2018-11-17,"OMC07",1
2018-11-17,"OMC09",1
2018-11-17,"OMC10",0
2018-11-17,"OMC11",0
2018-11-17,"OMC12",0
2018-11-17,"OMC13",0
2018-11-17,"OMC15",1
2018-11-17,"OMC16",1
2018-11-17,"OMC17",0
2018-11-17,"OMC18",1
2018-11-17,"OMC19",1
2018-11-17,"OMC21",1
2018-11-17,"OMC22",1
2018-11-17,"OMC23",1
2018-11-17,"OMC24",1
2018-11-17,"OMC25",1
2018-11-17,"OMC26",0
2018-11-17,"OMC27",1
2018-11-17,"OMC28",1
2018-11-17,"OMC29",0
2018-11-17,"OMC30",1
2018-11-17,"OMC31",1
2018-11-17,"OMC32",1
2018-11-17,"OMC33",1
2018-11-17,"OMC34",1
2018-11-17,"OMC36",1
2018-11-17,"OMC37",0
2018-11-17,"OMC38",1
2018-11-17,"NB01",1
2018-11-17,"NB02",1
2018-11-17,"NB03",1
2018-11-17,"NB04",1
2018-11-17,"NB05",0
2018-11-17,"NB06",0
2018-11-17,"NB07",1
2018-11-17,"NB08",0
2018-11-17,"NB09",1
2018-11-17,"NB10",1
2018-11-17,"NB11",1
2018-11-17,"NB12",1
2018-11-17,"NB14",0
2018-11-17,"NB15",1
2018-11-17,"NB16",1
2018-11-17,"NB17",0
2018-11-17,"NB18",0
2018-11-17,"NB19",1
2018-11-17,"NB20",1
2018-11-17,"NB21",1
2018-11-17,"NB22",1
2018-11-17,"NB23",0
2018-11-17,"NB24",1
2018-11-17,"NB25",1
2018-11-17,"NB26",1
2018-11-17,"NB27",1
2018-11-17,"NB28",1
2018-11-17,"NB29",1
2018-11-17,"NB30",0
2018-11-17,"NB31",1
2018-11-17,"NB32",1
2018-11-17,"NB33",1
2018-11-17,"NB34",1
2018-11-17,"NB35",1
2018-11-17,"NB36",1
2018-11-17,"NB37",1
2018-11-17,"NB38",1
2018-11-17,"NB39",1
2018-11-17,"NB40",1
2018-11-17,"NB41",1
2018-11-17,"NB42",1
2018-11-17,"NB43",1
2018-11-17,"NB44",0
2018-11-17,"NB45",1
2018-11-17,"NB46",1
2018-11-17,"NB47",1
2018-11-17,"NB48",1
2018-11-17,"NB49",1
2018-11-17,"NB50",1
2018-11-18,"MN02",1
2018-11-18,"MN04",0
2018-11-18,"MN05",1
2018-11-18,"MN06",1
2018-11-18,"MN07",1
2018-11-18,"MN08",1
2018-11-18,"MN09",1
2018-11-18,"MN10",0
2018-11-18,"MN11",1
2018-11-18,"MN12",1
2018-11-18,"MN13",1
2018-11-18,"MN14",1
2018-11-18,"MN15",1
2018-11-18,"MN16",1
2018-11-18,"MN17",1
2018-11-18,"MN18",0
2018-11-18,"MN19",1
2018-11-18,"MN20",0
2018-11-18,"MN21",1
2018-11-18,"MN22",1
2018-11-18,"MN23",1
2018-11-18,"MN24",0
2018-11-18,"MN25",1
2018-11-18,"MN26",0
2018-11-18,"MN27",1
2018-11-18,"MN29",1
2018-11-18,"MN30",1
2018-11-18,"MN31",1
2018-11-18,"MN32",1
2018-11-18,"MN33",1
2018-11-18,"MN34",1
2018-11-18,"MN35",0
2018-11-18,"MN37",1
2018-11-18,"MN38",1
2018-11-18,"MN39",1
2018-11-18,"MN40",0
2018-11-18,"MN41",0
2018-11-18,"MN42",1
2018-11-18,"MN43",1
2018-11-18,"MN44",1
2018-11-18,"MN45",1
2018-11-18,"MN46",1
2018-11-18,"MN47",0
2018-11-18,"MN48",0
2018-11-18,"MN49",1
2018-11-18,"MN50",0
2018-11-18,"MT01",1
2018-11-18,"MT02",1
2018-11-18,"MT03",1
2018-11-18,"MT04",0
2018-11-18,"MT05",1
2018-11-18,"MT07",1
2018-11-18,"MT08",0
2018-11-18,"MT09",0
2018-11-18,"MT10",1
2018-11-18,"MT11",1
2018-11-18,"MT12",0
2018-11-18,"MT13",1
2018-11-18,"MT14",1
2018-11-18,"MT15",1
2018-11-18,"MT16",0
2018-11-18,"MT17",0
2018-11-18,"MT18",1
2018-11-18,"MT19",1
2018-11-18,"MT20",1
2018-11-18,"MT21",0
2018-11-18,"MT22",1
2018-11-18,"MT23",1
2018-11-18,"MT24",1
2018-11-18,"MT25",1
2018-11-18,"MT26",1
2018-11-18,"MT27",1
2018-11-18,"MT28",0
2018-11-18,"MT29",1
2018-11-18,"MT30",0
2018-11-18,"MT31",0
2018-11-18,"MT32",0
2018-11-18,"MT33",1
2018-11-18,"MT34",1
2018-11-18,"MT35",1
2018-11-18,"MT36",1
2018-11-18,"MT37",1
2018-11-18,"MT38",1
2018-11-18,"MT39",1
2018-11-18,"MT40",1
2018-11-18,"MT41",1
2018-11-18,"MT42",1
2018-11-18,"MT43",0
2018-11-18,"MT44",1
2018-11-18,"MT45",0
2018-11-18,"MT46",1
2018-11-18,"MT47",1
2018-11-18,"MT48",1
2018-11-18,"MT49",0
2018-11-18,"OMC01",0
2018-11-18,"OMC02",0
2018-11-18,"OMC03",1
2018-11-18,"OMC04",1
2018-11-18,"OMC05",0
2018-11-18,"OMC06",0
2018-11-18,"OMC07",1
2018-11-18,"OMC09",1
2018-11-18,"OMC10",0
2018-11-18,"OMC11",0
2018-11-18,"OMC12",0
2018-11-18,"OMC13",0
2018-11-18,"OMC15",1
2018-11-18,"OMC16",1
2018-11-18,"OMC17",0
2018-11-18,"OMC18",1
2018-11-18,"OMC19",1
2018-11-18,"OMC21",1
2018-11-18,"OMC22",1
2018-11-18,"OMC23",1
2018-11-18,"OMC24",1
2018-11-18,"OMC25",1
2018-11-18,"OMC26",0
2018-11-18,"OMC27",1
2018-11-18,"OMC28",1
2018-11-18,"OMC29",0
2018-11-18,"OMC30",1
2018-11-18,"OMC31",1
2018-11-18,"OMC32",1
2018-11-18,"OMC33",1
2018-11-18,"OMC34",1
2018-11-18,"OMC36",1
2018-11-18,"OMC37",0
2018-11-18,"OMC38",1
2018-11-18,"NB01",0
2018-11-18,"NB02",0
2018-11-18,"NB03",0
2018-11-18,"NB04",0
2018-11-18,"NB05",0
2018-11-18,"NB06",0
2018-11-18,"NB07",1
2018-11-18,"NB08",0
2018-11-18,"NB09",1
2018-11-18,"NB10",0
2018-11-18,"NB11",1
2018-11-18,"NB12",1
2018-11-18,"NB14",0
2018-11-18,"NB15",1
2018-11-18,"NB16",1
2018-11-18,"NB17",0
2018-11-18,"NB18",0
2018-11-18,"NB19",1
2018-11-18,"NB20",1
2018-11-18,"NB21",0
2018-11-18,"NB22",1
2018-11-18,"NB23",0
2018-11-18,"NB24",1
2018-11-18,"NB25",1
2018-11-18,"NB26",1
2018-11-18,"NB27",1
2018-11-18,"NB28",1
2018-11-18,"NB29",0
2018-11-18,"NB30",0
2018-11-18,"NB31",1
2018-11-18,"NB32",1
2018-11-18,"NB33",0
2018-11-18,"NB34",0
2018-11-18,"NB35",0
2018-11-18,"NB36",0
2018-11-18,"NB37",0
2018-11-18,"NB38",0
2018-11-18,"NB39",0
2018-11-18,"NB40",0
2018-11-18,"NB41",0
2018-11-18,"NB42",0
2018-11-18,"NB43",0
2018-11-18,"NB44",0
2018-11-18,"NB45",0
2018-11-18,"NB46",0
2018-11-18,"NB47",0
2018-11-18,"NB48",0
2018-11-18,"NB49",0
2018-11-18,"NB50",0
2018-11-19,"MN02",1
2018-11-19,"MN04",0
2018-11-19,"MN05",1
2018-11-19,"MN06",1
2018-11-19,"MN07",1
2018-11-19,"MN08",1
2018-11-19,"MN09",1
2018-11-19,"MN10",0
2018-11-19,"MN11",1
2018-11-19,"MN12",1
2018-11-19,"MN13",1
2018-11-19,"MN14",1
2018-11-19,"MN15",1
2018-11-19,"MN16",1
2018-11-19,"MN17",1
2018-11-19,"MN18",0
2018-11-19,"MN19",1
2018-11-19,"MN20",0
2018-11-19,"MN21",1
2018-11-19,"MN22",1
2018-11-19,"MN23",1
2018-11-19,"MN24",0
2018-11-19,"MN25",1
2018-11-19,"MN26",0
2018-11-19,"MN27",1
2018-11-19,"MN29",1
2018-11-19,"MN30",1
2018-11-19,"MN31",1
2018-11-19,"MN32",1
2018-11-19,"MN33",1
2018-11-19,"MN34",1
2018-11-19,"MN35",0
2018-11-19,"MN37",1
2018-11-19,"MN38",1
2018-11-19,"MN39",1
2018-11-19,"MN40",0
2018-11-19,"MN41",0
2018-11-19,"MN42",1
2018-11-19,"MN43",1
2018-11-19,"MN44",1
2018-11-19,"MN45",1
2018-11-19,"MN46",1
2018-11-19,"MN47",0
2018-11-19,"MN48",0
2018-11-19,"MN49",1
2018-11-19,"MN50",0
2018-11-19,"MT01",1
2018-11-19,"MT02",1
2018-11-19,"MT03",1
2018-11-19,"MT04",0
2018-11-19,"MT05",1
2018-11-19,"MT07",1
2018-11-19,"MT08",0
2018-11-19,"MT09",0
2018-11-19,"MT10",1
2018-11-19,"MT11",1
2018-11-19,"MT12",0
2018-11-19,"MT13",1
2018-11-19,"MT14",1
2018-11-19,"MT15",1
2018-11-19,"MT16",0
2018-11-19,"MT17",0
2018-11-19,"MT18",1
2018-11-19,"MT19",1
2018-11-19,"MT20",1
2018-11-19,"MT21",0
2018-11-19,"MT22",1
2018-11-19,"MT23",1
2018-11-19,"MT24",1
2018-11-19,"MT25",1
2018-11-19,"MT26",1
2018-11-19,"MT27",1
2018-11-19,"MT28",0
2018-11-19,"MT29",1
2018-11-19,"MT30",0
2018-11-19,"MT31",0
2018-11-19,"MT32",0
2018-11-19,"MT33",1
2018-11-19,"MT34",1
2018-11-19,"MT35",1
2018-11-19,"MT36",1
2018-11-19,"MT37",1
2018-11-19,"MT38",1
2018-11-19,"MT39",1
2018-11-19,"MT40",1
2018-11-19,"MT41",1
2018-11-19,"MT42",1
2018-11-19,"MT43",0
2018-11-19,"MT44",1
2018-11-19,"MT45",0
2018-11-19,"MT46",1
2018-11-19,"MT47",1
2018-11-19,"MT48",1
2018-11-19,"MT49",0
2018-11-19,"OMC01",0
2018-11-19,"OMC02",0
2018-11-19,"OMC03",1
2018-11-19,"OMC04",1
2018-11-19,"OMC05",0
2018-11-19,"OMC06",0
2018-11-19,"OMC07",1
2018-11-19,"OMC09",1
2018-11-19,"OMC10",0
2018-11-19,"OMC11",0
2018-11-19,"OMC12",0
2018-11-19,"OMC13",0
2018-11-19,"OMC15",1
2018-11-19,"OMC16",1
2018-11-19,"OMC17",0
2018-11-19,"OMC18",1
2018-11-19,"OMC19",1
2018-11-19,"OMC21",1
2018-11-19,"OMC22",1
2018-11-19,"OMC23",1
2018-11-19,"OMC24",1
2018-11-19,"OMC25",1
2018-11-19,"OMC26",0
2018-11-19,"OMC27",1
2018-11-19,"OMC28",1
2018-11-19,"OMC29",0
2018-11-19,"OMC30",1
2018-11-19,"OMC31",1
2018-11-19,"OMC32",1
2018-11-19,"OMC33",1
2018-11-19,"OMC34",1
2018-11-19,"OMC36",1
2018-11-19,"OMC37",0
2018-11-19,"OMC38",1
2018-11-19,"NB01",0
2018-11-19,"NB02",0
2018-11-19,"NB03",0
2018-11-19,"NB04",0
2018-11-19,"NB05",0
2018-11-19,"NB06",0
2018-11-19,"NB07",0
2018-11-19,"NB08",0
2018-11-19,"NB09",0
2018-11-19,"NB10",0
2018-11-19,"NB11",0
2018-11-19,"NB12",1
2018-11-19,"NB14",0
2018-11-19,"NB15",1
2018-11-19,"NB16",1
2018-11-19,"NB17",0
2018-11-19,"NB18",0
2018-11-19,"NB19",1
2018-11-19,"NB20",0
2018-11-19,"NB21",0
2018-11-19,"NB22",0
2018-11-19,"NB23",0
2018-11-19,"NB24",0
2018-11-19,"NB25",0
2018-11-19,"NB26",0
2018-11-19,"NB27",1
2018-11-19,"NB28",1
2018-11-19,"NB29",0
2018-11-19,"NB30",0
2018-11-19,"NB31",1
2018-11-19,"NB32",1
2018-11-19,"NB33",0
2018-11-19,"NB34",0
2018-11-19,"NB35",0
2018-11-19,"NB36",0
2018-11-19,"NB37",0
2018-11-19,"NB38",0
2018-11-19,"NB39",0
2018-11-19,"NB40",0
2018-11-19,"NB41",0
2018-11-19,"NB42",0
2018-11-19,"NB43",0
2018-11-19,"NB44",0
2018-11-19,"NB45",0
2018-11-19,"NB46",0
2018-11-19,"NB47",0
2018-11-19,"NB48",0
2018-11-19,"NB49",0
2018-11-19,"NB50",0
2018-11-20,"MN02",1
2018-11-20,"MN04",0
2018-11-20,"MN05",1
2018-11-20,"MN06",1
2018-11-20,"MN07",1
2018-11-20,"MN08",1
2018-11-20,"MN09",1
2018-11-20,"MN10",0
2018-11-20,"MN11",1
2018-11-20,"MN12",1
2018-11-20,"MN13",1
2018-11-20,"MN14",1
2018-11-20,"MN15",1
2018-11-20,"MN16",1
2018-11-20,"MN17",1
2018-11-20,"MN18",0
2018-11-20,"MN19",1
2018-11-20,"MN20",0
2018-11-20,"MN21",1
2018-11-20,"MN22",1
2018-11-20,"MN23",1
2018-11-20,"MN24",0
2018-11-20,"MN25",1
2018-11-20,"MN26",0
2018-11-20,"MN27",1
2018-11-20,"MN29",1
2018-11-20,"MN30",1
2018-11-20,"MN31",1
2018-11-20,"MN32",1
2018-11-20,"MN33",1
2018-11-20,"MN34",1
2018-11-20,"MN35",0
2018-11-20,"MN37",1
2018-11-20,"MN38",1
2018-11-20,"MN39",1
2018-11-20,"MN40",0
2018-11-20,"MN41",0
2018-11-20,"MN42",1
2018-11-20,"MN43",1
2018-11-20,"MN44",1
2018-11-20,"MN45",1
2018-11-20,"MN46",1
2018-11-20,"MN47",0
2018-11-20,"MN48",0
2018-11-20,"MN49",1
2018-11-20,"MN50",0
2018-11-20,"MT01",1
2018-11-20,"MT02",1
2018-11-20,"MT03",1
2018-11-20,"MT04",0
2018-11-20,"MT05",1
2018-11-20,"MT07",1
2018-11-20,"MT08",0
2018-11-20,"MT09",0
2018-11-20,"MT10",1
2018-11-20,"MT11",1
2018-11-20,"MT12",0
2018-11-20,"MT13",1
2018-11-20,"MT14",1
2018-11-20,"MT15",1
2018-11-20,"MT16",0
2018-11-20,"MT17",0
2018-11-20,"MT18",1
2018-11-20,"MT19",1
2018-11-20,"MT20",1
2018-11-20,"MT21",0
2018-11-20,"MT22",0
2018-11-20,"MT23",1
2018-11-20,"MT24",1
2018-11-20,"MT25",1
2018-11-20,"MT26",1
2018-11-20,"MT27",1
2018-11-20,"MT28",0
2018-11-20,"MT29",0
2018-11-20,"MT30",0
2018-11-20,"MT31",0
2018-11-20,"MT32",0
2018-11-20,"MT33",1
2018-11-20,"MT34",1
2018-11-20,"MT35",1
2018-11-20,"MT36",1
2018-11-20,"MT37",1
2018-11-20,"MT38",1
2018-11-20,"MT39",1
2018-11-20,"MT40",1
2018-11-20,"MT41",0
2018-11-20,"MT42",1
2018-11-20,"MT43",0
2018-11-20,"MT44",1
2018-11-20,"MT45",0
2018-11-20,"MT46",0
2018-11-20,"MT47",1
2018-11-20,"MT48",1
2018-11-20,"MT49",0
2018-11-20,"OMC01",0
2018-11-20,"OMC02",0
2018-11-20,"OMC03",1
2018-11-20,"OMC04",1
2018-11-20,"OMC05",0
2018-11-20,"OMC06",0
2018-11-20,"OMC07",1
2018-11-20,"OMC09",1
2018-11-20,"OMC10",0
2018-11-20,"OMC11",0
2018-11-20,"OMC12",0
2018-11-20,"OMC13",0
2018-11-20,"OMC15",1
2018-11-20,"OMC16",1
2018-11-20,"OMC17",0
2018-11-20,"OMC18",1
2018-11-20,"OMC19",1
2018-11-20,"OMC21",1
2018-11-20,"OMC22",1
2018-11-20,"OMC23",1
2018-11-20,"OMC24",1
2018-11-20,"OMC25",0
2018-11-20,"OMC26",0
2018-11-20,"OMC27",1
2018-11-20,"OMC28",1
2018-11-20,"OMC29",0
2018-11-20,"OMC30",1
2018-11-20,"OMC31",1
2018-11-20,"OMC32",1
2018-11-20,"OMC33",1
2018-11-20,"OMC34",1
2018-11-20,"OMC36",1
2018-11-20,"OMC37",0
2018-11-20,"OMC38",1
2018-11-20,"NB01",NA
2018-11-20,"NB02",NA
2018-11-20,"NB03",NA
2018-11-20,"NB04",NA
2018-11-20,"NB05",NA
2018-11-20,"NB06",NA
2018-11-20,"NB07",NA
2018-11-20,"NB08",NA
2018-11-20,"NB09",NA
2018-11-20,"NB10",NA
2018-11-20,"NB11",NA
2018-11-20,"NB12",NA
2018-11-20,"NB14",NA
2018-11-20,"NB15",NA
2018-11-20,"NB16",NA
2018-11-20,"NB17",NA
2018-11-20,"NB18",NA
2018-11-20,"NB19",NA
2018-11-20,"NB20",NA
2018-11-20,"NB21",NA
2018-11-20,"NB22",NA
2018-11-20,"NB23",NA
2018-11-20,"NB24",NA
2018-11-20,"NB25",NA
2018-11-20,"NB26",NA
2018-11-20,"NB27",NA
2018-11-20,"NB28",NA
2018-11-20,"NB29",NA
2018-11-20,"NB30",NA
2018-11-20,"NB31",NA
2018-11-20,"NB32",NA
2018-11-20,"NB33",NA
2018-11-20,"NB34",NA
2018-11-20,"NB35",NA
2018-11-20,"NB36",NA
2018-11-20,"NB37",NA
2018-11-20,"NB38",NA
2018-11-20,"NB39",NA
2018-11-20,"NB40",NA
2018-11-20,"NB41",NA
2018-11-20,"NB42",NA
2018-11-20,"NB43",NA
2018-11-20,"NB44",NA
2018-11-20,"NB45",NA
2018-11-20,"NB46",NA
2018-11-20,"NB47",NA
2018-11-20,"NB48",NA
2018-11-20,"NB49",NA
2018-11-20,"NB50",NA
2018-11-21,"MN02",1
2018-11-21,"MN04",0
2018-11-21,"MN05",1
2018-11-21,"MN06",1
2018-11-21,"MN07",1
2018-11-21,"MN08",1
2018-11-21,"MN09",1
2018-11-21,"MN10",0
2018-11-21,"MN11",1
2018-11-21,"MN12",1
2018-11-21,"MN13",1
2018-11-21,"MN14",1
2018-11-21,"MN15",1
2018-11-21,"MN16",1
2018-11-21,"MN17",1
2018-11-21,"MN18",0
2018-11-21,"MN19",1
2018-11-21,"MN20",0
2018-11-21,"MN21",1
2018-11-21,"MN22",1
2018-11-21,"MN23",1
2018-11-21,"MN24",0
2018-11-21,"MN25",1
2018-11-21,"MN26",0
2018-11-21,"MN27",1
2018-11-21,"MN29",1
2018-11-21,"MN30",1
2018-11-21,"MN31",1
2018-11-21,"MN32",1
2018-11-21,"MN33",1
2018-11-21,"MN34",1
2018-11-21,"MN35",0
2018-11-21,"MN37",1
2018-11-21,"MN38",1
2018-11-21,"MN39",1
2018-11-21,"MN40",0
2018-11-21,"MN41",0
2018-11-21,"MN42",1
2018-11-21,"MN43",1
2018-11-21,"MN44",1
2018-11-21,"MN45",1
2018-11-21,"MN46",1
2018-11-21,"MN47",0
2018-11-21,"MN48",0
2018-11-21,"MN49",1
2018-11-21,"MN50",0
2018-11-21,"MT01",1
2018-11-21,"MT02",1
2018-11-21,"MT03",0
2018-11-21,"MT04",0
2018-11-21,"MT05",1
2018-11-21,"MT07",1
2018-11-21,"MT08",0
2018-11-21,"MT09",0
2018-11-21,"MT10",1
2018-11-21,"MT11",1
2018-11-21,"MT12",0
2018-11-21,"MT13",1
2018-11-21,"MT14",1
2018-11-21,"MT15",1
2018-11-21,"MT16",0
2018-11-21,"MT17",0
2018-11-21,"MT18",1
2018-11-21,"MT19",1
2018-11-21,"MT20",1
2018-11-21,"MT21",0
2018-11-21,"MT22",0
2018-11-21,"MT23",1
2018-11-21,"MT24",0
2018-11-21,"MT25",1
2018-11-21,"MT26",1
2018-11-21,"MT27",1
2018-11-21,"MT28",0
2018-11-21,"MT29",0
2018-11-21,"MT30",0
2018-11-21,"MT31",0
2018-11-21,"MT32",0
2018-11-21,"MT33",1
2018-11-21,"MT34",1
2018-11-21,"MT35",1
2018-11-21,"MT36",1
2018-11-21,"MT37",1
2018-11-21,"MT38",1
2018-11-21,"MT39",1
2018-11-21,"MT40",1
2018-11-21,"MT41",0
2018-11-21,"MT42",1
2018-11-21,"MT43",0
2018-11-21,"MT44",1
2018-11-21,"MT45",0
2018-11-21,"MT46",0
2018-11-21,"MT47",1
2018-11-21,"MT48",1
2018-11-21,"MT49",0
2018-11-21,"OMC01",0
2018-11-21,"OMC02",0
2018-11-21,"OMC03",1
2018-11-21,"OMC04",0
2018-11-21,"OMC05",0
2018-11-21,"OMC06",0
2018-11-21,"OMC07",0
2018-11-21,"OMC09",0
2018-11-21,"OMC10",0
2018-11-21,"OMC11",0
2018-11-21,"OMC12",0
2018-11-21,"OMC13",0
2018-11-21,"OMC15",1
2018-11-21,"OMC16",0
2018-11-21,"OMC17",0
2018-11-21,"OMC18",1
2018-11-21,"OMC19",0
2018-11-21,"OMC21",0
2018-11-21,"OMC22",1
2018-11-21,"OMC23",1
2018-11-21,"OMC24",1
2018-11-21,"OMC25",0
2018-11-21,"OMC26",0
2018-11-21,"OMC27",0
2018-11-21,"OMC28",1
2018-11-21,"OMC29",0
2018-11-21,"OMC30",0
2018-11-21,"OMC31",0
2018-11-21,"OMC32",0
2018-11-21,"OMC33",0
2018-11-21,"OMC34",0
2018-11-21,"OMC36",1
2018-11-21,"OMC37",0
2018-11-21,"OMC38",0
2018-11-21,"NB01",NA
2018-11-21,"NB02",NA
2018-11-21,"NB03",NA
2018-11-21,"NB04",NA
2018-11-21,"NB05",NA
2018-11-21,"NB06",NA
2018-11-21,"NB07",NA
2018-11-21,"NB08",NA
2018-11-21,"NB09",NA
2018-11-21,"NB10",NA
2018-11-21,"NB11",NA
2018-11-21,"NB12",NA
2018-11-21,"NB14",NA
2018-11-21,"NB15",NA
